序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
11,,284211430000,478110729,"哪种泡面最好听",5,女,"3年了都，时间好快",2025-12-03 10:56:55,0,8,"肥而喜睡",江苏,否,https://i0.hdslb.com/bfs/face/a158081bf464c8e650b197c93fedb53150f8394e.jpg
12,,284018857392,1770726515,"不要对我使用灰流丽",5,女,"所以这一枪改变世界线了，还是说是他的死就是命中注定的",2025-12-01 10:17:44,2,7,"先攻就卡手，后攻没手坑，总感觉有人在背后做局阴我，不知道动了谁的灰流丽，蟑螂，多多迷宝，浮幽樱，朔夜时雨，屋敷童子，墓指，剑指，科乐美你赢了",广东,否,https://i2.hdslb.com/bfs/face/6416ab90f3bd6f97f7ce87958ab04e78dfe4f606.jpg
13,284018857392,282138587713,3546929380199279,"梦醒笑看红尘醉",3,保密,"任何人或物，只要存在。就有无法预知性",2025-12-01 16:56:38,0,1,"",江苏,是,https://i2.hdslb.com/bfs/face/9738ada028117075cb40339d051bf290747dd0f0.jpg
14,284018857392,284822335664,237190824,"万能的小小豆豆",6,保密,"他的死确实对日本政坛影响很大",2025-12-09 12:34:07,0,0,"",广东,否,http://i0.hdslb.com/bfs/face/94dfa314d40df1c6cba435fa68a2394df61bffd4.jpg
15,,283993239072,3546387180423220,"早安123453",4,男,"啊，安倍是22年死的？我还以为是去年呢[笑哭]",2025-11-30 23:31:07,1,7,"",广东,否,https://i1.hdslb.com/bfs/face/31419b56e5b948ba5ea530eb115f21a9ac7e368e.jpg
16,283993239072,282374469793,3546571276815194,"konata-I",4,保密,"我以为20年死的",2025-12-04 07:13:42,0,0,"",浙江,否,https://i2.hdslb.com/bfs/face/9f6502fb3ca343f47039d0e4b3ef2205ae5afd32.jpg
17,,281954822689,2048686160,"暗已磨平白子心",4,保密,"如果他真的争取到了民心，那所谓的保镖就是陪衬，如果没有，那是他自知之明，而陪衬的懈怠，则是他见招核天蝗的筹码",2025-11-29 18:56:04,0,8,"暗区×BA的up主
（视频生产中）",福建,否,https://i2.hdslb.com/bfs/face/f7b2c41996b50d7da4486c47d1f6cdda836824e0.jpg
18,,281869234369,525180564,"愿安好____",5,保密,"令人",2025-11-28 21:23:36,0,1,"",广西,否,https://i0.hdslb.com/bfs/face/f1317d88c91a3b3514bc3e8d4c0c7d8c47ad16b0.jpg
19,,281825989857,3546699578476655,"世一摸",3,保密,"你的演讲充满了穿透力，我的真理也是[星星眼]",2025-11-28 12:45:05,0,25,"通灵秘卷一起交，我的分段节节高",江西,否,https://i2.hdslb.com/bfs/face/02fba253c731ac749ad61f2e9e3a587443e79a62.jpg
20,,283671134080,27219828,"白金剑圣",6,男,"改变世界线的两枪",2025-11-27 20:28:59,0,14,"两人共用账号……",广东,是,https://i0.hdslb.com/bfs/face/45f8b33c2560d93e2fd12f4568386d2b14dc5b56.jpg
21,,281754726321,394968692,"虾课",6,男,"真正改变时间线的一枪",2025-11-27 16:21:29,0,7,"咕咕咕",重庆,是,https://i2.hdslb.com/bfs/face/88d906972305cfcdb3306345b69107d5fd8f11f9.jpg
22,,283622264176,324255034,"北君_青天",6,男,"自从发现第二个视角后面被推倒的日剧摔JK，就再也不看绝版人物了[喜极而泣]",2025-11-27 10:06:44,0,12,"什么都会点，不会写诗但是也在诗社里混迹
交朋友＋V：susu20231206（本人）
暂不接商业合作",四川,否,https://i1.hdslb.com/bfs/face/978ffc9d2098e1ce56b669e90bf31c4d438161d3.jpg
23,,281628066321,168756256,"郑姰",5,女,"第一枪顺烟他就应该把双手举起来 这样就不会有后来的危险存在",2025-11-26 01:38:50,0,9,"没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没没",山东,否,https://i1.hdslb.com/bfs/face/1c253128c8000fd2cd432ddfa43b1715b840b181.jpg
24,,283416500016,3461571267267406,"啦啦啦_hg",5,保密,"美",2025-11-24 22:57:02,0,8,"",河南,是,https://i1.hdslb.com/bfs/face/faf969d3f2b2c97d6247ee623ebbad10ba2d7365.jpg
25,,281530718353,402653399,"余幼时即厌学_",5,保密,"“哥哥是我最爱的哥哥”
唉",2025-11-24 22:53:23,0,337,"",山东,是,https://i2.hdslb.com/bfs/face/f10c81527fbd934c3d9fc516d29f5b6b3f682ace.jpg
26,,281492570913,6872164,"谎话千遍也不会成真",6,男,"都过去三年了，恍如昨日一般",2025-11-24 15:16:21,0,56,"努力工作，早日升职！",浙江,否,https://i1.hdslb.com/bfs/face/87cc426ae895873e73383cdf98aab03214d9e2c1.jpg
27,,281486678209,253718698,"小B站观察员",5,男,"小jk到底在哪？",2025-11-24 13:40:58,1,10,"只爱看美女",河北,否,https://i1.hdslb.com/bfs/face/a7814952fb37d0c1a3d35735ecb5a86300ac346f.jpg
28,281486678209,283399734976,382844104,"KuriyamaMiraikj",6,保密,"26秒右边不就是，被其他人撞倒了",2025-11-24 20:00:44,0,11,"",湖北,是,https://i1.hdslb.com/bfs/face/0870914b6373d2957e422b5baa00b32d572ede3d.jpg
29,,283364242720,480256035,"B站中の小透明",5,男,"安倍晋三被打了两枪三年都不说话了[doge]他人这么好吗[doge]",2025-11-24 12:30:07,0,36,"",黑龙江,否,https://i0.hdslb.com/bfs/face/805b1bff24639299dae6729e8dd9ad5fcf4e254a.jpg
30,,281455370321,7791992,"霏向蓝天",6,女,"我还写过23年刚刺杀那会QQ空间流行的命题作文，假如你是李华，你如何给安倍写信慰问对方身体[tv_目瞪口呆]就记得开头是
拝啓 安倍様
ご無沙汰しております。あの世でもお元気ですか",2025-11-24 01:13:04,0,16,"这个人来自地球",天津,是,https://i2.hdslb.com/bfs/face/b3dd88580c8613cce9bcde27075540c071a7f098.jpg
31,,283331536240,37746451,"友好の肌肉俏老爷",6,男,"到底怎么打到的",2025-11-23 23:53:33,8,119,"水7/艺龄4年wota艺打师（现铃轨界偎&QZJ界偎）/婆罗门冻馒高手，我喜欢齐藤朱夏",天津,否,https://i1.hdslb.com/bfs/face/ef742e5eb4d35c19df72c73bd8211b32c978128b.jpg
32,283331536240,281486502929,356867360,"冉竹閒月",6,保密,"看了专家鉴定那把枪的结果，只能说是信念和运气的作用了",2025-11-24 13:38:00,0,317,"它们已经被风吹走，散落在天涯",广东,否,https://i2.hdslb.com/bfs/face/1992fe6f01df2dfb325524333b2922f288f9d734.jpg
33,283331536240,283372323312,398084903,"风舞雪飞花谢",6,男,"天意使然",2025-11-24 14:14:56,0,62,"花开堪折直须折，莫待无花空折枝",天津,否,https://i2.hdslb.com/bfs/face/713ba395c908f46f5ae857fc4544110fc6eea2d9.jpg
34,283331536240,281509554497,410195584,"Creamdevil",5,女,"一切皆是命",2025-11-24 19:00:02,0,78,"前途是光明的，道路是曲折的",天津,否,https://i1.hdslb.com/bfs/face/f04df53c7a27bbf704010eef38f8d24199421959.jpg
35,283331536240,281656034417,477567875,"转角遇到杰哥",5,男,"枪魂：安倍切",2025-11-26 13:17:29,0,19,"欲买桂花同载酒，终不似，少年游",安徽,否,https://i2.hdslb.com/bfs/face/8e7606fbd27849f3a861d3a8942050a552de5707.webp
36,283331536240,281658440081,23477278,"卖盒饭的小哥",6,男,"那把枪的击杀率打假人都费劲，都可以说是老天爷想让安倍死了",2025-11-26 13:52:16,0,65,"为世界点上不灭的火焰",云南,是,https://i1.hdslb.com/bfs/face/82943770f0dfedbc0245da5490ab85bf78bcd7ea.jpg
37,283331536240,284047591440,1243228647,"雨吁的影碟柜",6,男,"只能评价为:天意，那一刻，所有的数学，物理自然哲学全部消失殆尽",2025-12-01 16:38:48,0,7,"无偿提供电影资源，私信看到就会发。",黑龙江,否,https://i0.hdslb.com/bfs/face/9b8babf984e8af292c38ca5a5eb7a1e0c4c3f255.jpg
38,283331536240,282164653361,327495892,"夏日夕阳天空",6,男,"机魂大悦",2025-12-01 21:34:58,0,7,"为人所需守护之物，为人所需学会之事",安徽,否,https://i1.hdslb.com/bfs/face/c11a52ecb2fbcf509a258f31b97484fa991e2dbd.jpg
39,283331536240,282231772609,1505358096,"Mr_ClaireA",5,保密,"纯靠运气",2025-12-02 17:21:52,0,0,"凑画画的杂圈人多推人，杂食党什么都吃点，性别是宝中宝超市购物袋
圣诞快乐御剑先生圣诞快乐Noelle（被打）",广西,否,https://i0.hdslb.com/bfs/face/7448280c0f58c7d20572a4905efce8fc2ffef43e.jpg
40,,283330346320,31625317,"得一知己此生足矣",6,保密,"又来看了[doge_金箍]",2025-11-23 23:39:49,0,11,"没啥，我就乐意看到祖国崛起强大。不必等候火炬。
玩什么游戏不能定义某个人，但是行为和发言可以​。",福建,否,https://i1.hdslb.com/bfs/face/5d7468a9c3a4919b65a16dc2c828a1121b35a4b1.jpg
41,,283329346048,669944714,"提瓦特大明星芙宁娜",4,保密,"高市早苗应该去哪里找安倍前辈呢？[doge]",2025-11-23 23:28:32,0,24,"一如初见",湖北,是,https://i2.hdslb.com/bfs/face/ce9a6cc06196ae717ead598f2d54d2b90cea4c67.jpg
42,,283313501504,1218051722,"TN_studio",5,保密,"细节发布日期78",2025-11-23 20:41:36,0,7,"这里是天南放送，欢迎大家关注本自媒！",河南,是,https://i2.hdslb.com/bfs/face/de436231f14006549ac3e2178ec0ac4c55c6ced8.jpg
43,,283311098352,40060045,"山人游隼",6,保密,"回看这个视频才明白川普枪响后第一时间趴下的含金量。",2025-11-23 20:16:14,8,1181,"",安徽,是,https://i1.hdslb.com/bfs/face/a21324e7686925615a0396cb54d0762ab17d59e0.jpg
44,283311098352,283311029344,40060045,"山人游隼",6,保密,"第一枪明显没反应过来，还回头看。",2025-11-23 20:16:22,0,302,"",安徽,是,https://i1.hdslb.com/bfs/face/a21324e7686925615a0396cb54d0762ab17d59e0.jpg
45,283311098352,281454432689,21224162,"_越水七槻_",6,男,"美国跟日本还是不一样的，美国持枪人那么多，听到枪响趴下才是本能",2025-11-24 00:57:28,0,356,"麦是人间理想",上海,是,https://i2.hdslb.com/bfs/face/96bd49ccf2c711412dab20bcb9cbec51fe958016.jpg
46,281454432689,281457675329,140031188,"就叫裴道长",6,保密,"回复 @_越水七槻_ :川普:都是经验之谈",2025-11-24 02:11:30,0,156,"",山东,否,https://i2.hdslb.com/bfs/face/658e752eaa47fa2531f538cef8c398e81f1a0538.jpg
47,283311098352,283417583808,3546604684446311,"bili_18164343323",4,保密,"完全要考虑环境，前阵子看哪个说澳大利亚的杀警案，澳洲警方处理这方面真的很慢，放老美那就是火速集结了[笑哭]",2025-11-24 23:09:40,0,45,"",广东,否,https://i2.hdslb.com/bfs/face/19ee1b5975969a47ba085cd1f628d86a479b9950.jpg
48,283311029344,283590609504,3546656108710033,"贫道甚虚真人",4,保密,"回复 @山人游隼 : 东北有一神兽，猎人一枪未中跑开，少时又返观何人击它，此神兽名“傻狍子”[笑哭]",2025-11-26 22:05:21,0,17,"",黑龙江,否,https://i1.hdslb.com/bfs/face/db7d9f135a3c96d6602f32ac7d88483de84e998b.jpg
49,283311098352,283629921056,444985728,"热爱学习的lzl",6,保密,"川普当过兵，确实素质不一样",2025-11-27 11:52:56,0,3,"承蒙厚爱！不喜欢音乐的海米不是一个好游戏区会魔法的up主。2023CRCC春季赛华北赛区六强，秋季赛华中赛区二十强",辽宁,否,https://i0.hdslb.com/bfs/face/0a66bdf1209a3431934c29884355dff1cf592823.jpg
50,283311098352,283629832496,444985728,"热爱学习的lzl",6,保密,"川普当过兵，确实素质不一样",2025-11-27 11:52:56,0,0,"承蒙厚爱！不喜欢音乐的海米不是一个好游戏区会魔法的up主。2023CRCC春季赛华北赛区六强，秋季赛华中赛区二十强",辽宁,否,https://i0.hdslb.com/bfs/face/0a66bdf1209a3431934c29884355dff1cf592823.jpg
51,283629832496,283688170128,867415,"丶银河漫游",6,男,"回复 @热爱学习的lzl : 并没有",2025-11-27 23:35:27,0,0,"宁思一进，莫思一停",江苏,否,https://i1.hdslb.com/bfs/face/a358153d11b0d09f2309ac82511b68e303960889.jpg
52,,283309608368,138619735,"想上天求名字",6,男,"多行不义",2025-11-23 20:00:03,0,10,"妙啊妙啊",四川,否,https://i1.hdslb.com/bfs/face/1903d49a21a8f4c2342ab5fc2e04f2ec804786c5.jpg
53,,283304484240,20677642,"给点火就升天",6,男,"一只蝴蝶开始扇动翅膀",2025-11-23 19:07:18,0,15,"",安徽,否,https://i1.hdslb.com/bfs/face/d756c3ebc248831cf7f7a846f2837e1f3a51b29a.jpg
54,,281422635457,14391282,"黄xian",6,保密,"【现场】安倍晋西中枪瞬间[思考]",2025-11-23 18:57:30,0,7,"",广东,否,http://i0.hdslb.com/bfs/face/9179a169203c99903c45865fc140ba8c658d00ac.jpg
55,,281422503729,22626183,"灵如水月",6,女,"突然想到轩辕箭也是两发，一发警示，一发诛杀",2025-11-23 18:54:24,0,4,"虐向脑洞发明家，挖坑不填小能手
立个小目标：把仙剑的主题曲都翻唱一遍",广西,是,https://i0.hdslb.com/bfs/face/61ae1471fe520aba7c6fc48c0e7733206f44dff5.jpg
56,,283279717072,3537106756438635,"顾客反正都是人",5,男,"我想你了枪男[大哭][大哭]",2025-11-23 14:39:05,0,16,"请输入文本",江西,否,https://i0.hdslb.com/bfs/face/d7662575abdfaa159cf70366c65ab82b7438c62f.jpg
57,,283275918448,3546706280974532,"YANAGI_月城柳",4,男,"@ilysf 甚至不需要时间排序",2025-11-23 13:56:49,1,6,"",安徽,否,https://i2.hdslb.com/bfs/face/1dd688cd3964fa55696c8dc21301f1168fe14b82.jpg
58,283275918448,283537922528,1587338605,"ilysf",3,保密,"是如此",2025-11-26 11:30:49,0,0,"",安徽,否,https://i1.hdslb.com/bfs/face/c2f73a22430744f17c1dc0f6c2a67fb81716237f.jpg
59,,281389444945,438055376,"高市早苗今天下台了吗",5,保密,"有没有可能安倍假死背后指挥高市早苗",2025-11-23 12:40:41,6,88,"",河南,否,https://i2.hdslb.com/bfs/face/d27172f8864b5ebdec8219e27ea802a30a41df23.jpg
60,281389444945,281390894273,3461568186550592,"又破防喽哈哈",5,保密,"难绷",2025-11-23 12:55:10,0,15,"呜呜呜，又要破防举报拉黑啦??",广东,是,https://i2.hdslb.com/bfs/face/cd6fe3049876f11a89153044bc0a6e816224b864.jpg
61,281389444945,283271139296,1399909,"Danc3",6,保密,"智斗巅峰",2025-11-23 13:05:34,0,52,"FF10什么时候重制啊? ",上海,是,https://i1.hdslb.com/bfs/face/9065f91c8c3a07aa40b5156ca09afc7b275cd5ab.webp
62,281389444945,281412263329,16636393,"門掩黄昏",5,男,"什么幕后政治",2025-11-23 17:04:49,0,8,"",四川,是,https://i1.hdslb.com/bfs/face/77680fc74facb0d216d55f4c98df19bfd7b22eed.jpg
63,281389444945,281422551857,25283363,"Sniper鸠",6,保密,"顶级智斗这一块",2025-11-23 18:55:54,0,14,"我們一定要收復台灣",北京,是,https://i2.hdslb.com/bfs/face/dfe927423a12e792d9a71a687cc256d6f14e9725.jpg
64,281389444945,281460212305,631781298,"吉拉多生蚝",5,男,"蚌埠住了",2025-11-24 03:41:07,0,3,"你觉得你是萌萌人吗？
我觉得我是",河南,否,https://i0.hdslb.com/bfs/face/c5dda361fb3f1ca037264799c9724178365e4a10.jpg
65,281389444945,285323308432,396622213,"nba2k1991",6,保密,"如果说安倍用高市秽土转生我可能还会信[doge]",2025-12-14 13:50:15,0,0,"",广东,否,http://i1.hdslb.com/bfs/face/27a81080c9c37a864566b1849d185adb691bb674.jpg
66,,283259757040,506950417,"苦咖啡-_-",5,女,"安倍在下面应该挺孤独的，希望高市早点去陪它[笑哭]",2025-11-23 11:11:32,3,78,"这个人很懒，什么也没写...
才怪呢(*´罒`*)",上海,否,https://i1.hdslb.com/bfs/face/011a5dbb1ac22e0679d47e7c04a17044d77b4a0a.jpg
67,283259757040,283275647840,3546922631563412,"一只浴火三线射手",3,男,"跟你混了",2025-11-23 13:53:13,0,6,"成功在于后天的努力，但这不代表今明两天可以不用努力；相反，今天是前天的后天，明天是昨天的后天，我需要一直努力下去。᭙ᦔꪀꪑᦔ",北京,否,https://i2.hdslb.com/bfs/face/3fbbe9d6cbfc0077661a9f064368dc897c76223f.jpg
68,283259757040,283279390576,9058445,"风暴碎片",6,保密,"我还真怀疑高市的安保能力，可能和这时的安倍不多",2025-11-23 14:34:48,0,2,"",广西,是,https://i2.hdslb.com/bfs/face/1898b31d1cb9646dc1e72a6c6a8e0b0e868bf8ec.jpg
69,283259757040,281467308417,2095971694,"thinkforoneself",4,保密,"高市要尽应有之义，早日与安倍桑团聚[doge_金箍]",2025-11-24 08:59:16,0,6,"",山西,否,https://i1.hdslb.com/bfs/face/f245aba2109ec694184b6e7738a1c1088ad57c05.jpg
70,,281380571425,13983288,"Carton君丶",5,保密,"安倍晋三，日本所有首相中演讲最具穿透力的一位",2025-11-23 11:04:10,0,39,".",河南,否,https://i0.hdslb.com/bfs/face/6daab2bf54e53b9c8d6875d9eb11815bc40a3d3c.jpg
71,,281370717217,2065626478,"天带带圣人",6,保密,"你也是按时间排序啊[doge]",2025-11-23 08:49:43,8,172,"今日欢呼孙大圣，只缘妖雾又重来！",北京,否,https://i1.hdslb.com/bfs/face/3d1be8c49c043ce77aeea936d69f31d756f35280.jpg
72,281370717217,281372101393,1947508876,"梅MZ_",3,保密,"[doge]",2025-11-23 09:10:17,0,1,"",浙江,否,https://i1.hdslb.com/bfs/face/2dd0cb3ebef8f05ed35a14c78f69467d35ae3b1a.jpg
73,281370717217,281379562657,1301683267,"bili_69587670658",4,保密,"[doge]",2025-11-23 10:52:50,0,1,"",黑龙江,否,https://i1.hdslb.com/bfs/face/dfe77fd9fb029011dbdde35e6960f652ead8ee84.jpg
74,281370717217,283275640704,3546922631563412,"一只浴火三线射手",3,男,"你好",2025-11-23 13:52:59,0,3,"成功在于后天的努力，但这不代表今明两天可以不用努力；相反，今天是前天的后天，明天是昨天的后天，我需要一直努力下去。᭙ᦔꪀꪑᦔ",北京,否,https://i2.hdslb.com/bfs/face/3fbbe9d6cbfc0077661a9f064368dc897c76223f.jpg
75,281370717217,281408652289,1246963158,"格外温馨",5,保密,"[doge]",2025-11-23 16:22:02,0,1,"广告站",江西,否,https://i0.hdslb.com/bfs/face/d87fa9f79cffc2e0edf190f2d0c4bac8ca5fcf58.jpg
76,281370717217,281428306465,1872266653,"嗝--嗝----",5,保密,"[doge]",2025-11-23 19:57:17,0,1,"没钱了阿巴阿巴",辽宁,否,https://i1.hdslb.com/bfs/face/22d37da79957187c8c72f6e4b664fd12f23bc60f.jpg
77,281370717217,283344212080,15662523,"折厵臨葉",6,女,"[doge]",2025-11-24 06:11:23,0,0,"什么都没有，只是条咸鱼_(:зゝ∠)_",江西,是,https://i0.hdslb.com/bfs/face/ebe7dee49464a1e9844d90fa9944ca4ccd956137.jpg
78,281370717217,281508609857,1943141185,"金色黎博利",5,男,"[doge]",2025-11-24 18:50:13,0,0,"褚墨有限
不民欲言",江苏,否,https://i1.hdslb.com/bfs/face/fb935b95603415c09f92ff5051c08529897346ce.jpg
79,281370717217,281514266225,44302299,"水月诗雨",6,保密,"对的",2025-11-24 19:51:55,0,0,"战争即和平，自由即奴役，无知即力量。",天津,否,https://i0.hdslb.com/bfs/face/cda04684c1203078da6a280f4c82ad96ecedf1ea.jpg
80,,281369499489,174580858,"四月的獅子",6,男,"“哥哥，万千利器，莫过于你的信念。”

“你将自己变成了一件武器，便不需要再有任何感受，但你不是武器，你是我的哥哥。”",2025-11-23 08:26:09,0,195,"天若有情天亦老，人间正道是沧桑。",广东,否,https://i1.hdslb.com/bfs/face/3a129c2a1a7b289299d1396b8074ec0a6e6affde.jpg
81,,283244622512,1392118812,"シグネット委員会",5,保密,"现在看来足以成为日本历史的转折点",2025-11-23 06:45:29,1,49,"",河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
82,283244622512,283253436208,508903428,"阳城槐",5,男,"日本历史的转折点应该不至于，不过这一枪打出来一个“后安倍时代”是没问题的",2025-11-23 09:54:19,0,38,"我喜欢你，你喜欢我",甘肃,是,https://i0.hdslb.com/bfs/face/64e873595b0f8bc6eed10d48f24b47290b587ec6.jpg
83,,281364442529,12707997,"米小悠_Unofficial",6,保密,"「私にとって大好きなお兄ちゃんでした」",2025-11-23 04:28:57,0,40,"",甘肃,是,https://i0.hdslb.com/bfs/face/0d72351a71d7c565cf95dd5fdd1ff4bb69dfb4d8.jpg
84,,283242158512,165687547,"小高糕糕",6,男,"还有人我吃披萨",2025-11-23 04:05:04,9,80,"在创业，做自己的事业中，目前随缘更新视频了",重庆,否,https://i1.hdslb.com/bfs/face/3530fe1a662c3e309a9e6505334fc6b250e55519.jpg
85,283242158512,283267080048,396513242,"Mr_pen",6,男,"小馋猫",2025-11-23 12:26:50,0,14,"新人up，更新随缘",广东,否,https://i2.hdslb.com/bfs/face/6b60165ee4c0f13585b9dc5b8fb4616a43ef4dab.jpg
86,283242158512,283269556944,400956718,"寒月初十",5,女,"想吃直说",2025-11-23 12:50:31,0,7,"啦啦啦啦～",江苏,否,http://i1.hdslb.com/bfs/face/f0100a2ee2a93dff2a737ceaa66c888d1b75948a.jpg
87,283242158512,283270822544,678493517,"艾伦野鸽儿bdhdhs",5,保密,"吃了吗？",2025-11-23 13:02:44,0,1,"",云南,是,https://i2.hdslb.com/bfs/face/1a130f648115d2481bd163d31e5ba0bd0be370b0.jpg
88,283242158512,281425504689,521965454,"这是一个炸裂的昵称",6,保密,"想吃直说",2025-11-23 19:28:29,0,0,"愿世界和平
",广东,否,https://i2.hdslb.com/bfs/face/38233372b7ef3c490dbcc20a7dee4797a779dda1.jpg
89,283242158512,281482514273,3537121354713788,"er日先生",5,男,"饿就吃饭[滑稽]",2025-11-24 12:46:29,0,0,"数学是我国人民最擅长的学科",安徽,是,https://i2.hdslb.com/bfs/face/61aa1cfca618e0585a22bbbfdae2af8a354ce384.jpg
90,283242158512,281572989521,19437295,"禁毒高松灯",6,保密,"想吃就吃",2025-11-25 13:50:57,0,0,"拒绝封存，一步也不能退！",辽宁,否,https://i1.hdslb.com/bfs/face/407faac05354fc3f7f7f70dd6f141042eeaa3843.webp
91,283242158512,281653724017,3546711574186459,"老实的惜鱼",4,男,"带我一个，别放辣椒[doge]",2025-11-26 12:50:06,0,0,"挂机ing",安徽,否,https://i1.hdslb.com/bfs/face/1b61913f52bf2e2ec81b3115494223d4355e3a81.jpg
92,283242158512,283551951072,678473015,"无敌金日澄",4,保密,"就吃就吃[傲娇]",2025-11-26 14:26:09,0,0,"",辽宁,否,https://i2.hdslb.com/bfs/face/c7af70949ef78104bd53544a30a50913a071b0ec.jpg
93,283242158512,283701468192,1313595144,"瓦伦o__0",5,女,"小馋猫[doge]",2025-11-28 05:28:13,0,0,"苦逼六年级学生，11岁，天津入。师傅是@GE不缺德，互关私信
一只只会画球或者做猫meme的屑up
绘画：画世界，剪辑：必剪",天津,是,https://i0.hdslb.com/bfs/face/7e7157d7bb39ce32c87453ae4df192b326d56ec4.jpg
94,,281362535857,12829271,"安然__x",6,保密,"“哥哥，万千利器，莫过于你的信念。”

“你将自己变成了一件武器，便不需要再有任何感受，但你不是武器，你是我的哥哥。”",2025-11-23 03:05:03,0,54,"别急，我们一起等烟花绽放的那一天好吗？",四川,否,https://i2.hdslb.com/bfs/face/d7d503acea13045aff75e86ba3dcc5e75c4a2646.jpg
95,,281360337857,214997193,"丿狮子灬",5,保密,"两枪做掉啊",2025-11-23 02:04:24,3,1,"",浙江,否,https://i0.hdslb.com/bfs/face/96b25ab6c1617b998ecff0c04b0788f4307da53b.jpg
96,281360337857,281392257169,161276792,"晚睡早起6点整",6,男,"听说法医鉴定一开始只是大出血，被保安心肺复苏按死了",2025-11-23 13:09:33,0,15,"不在乎",浙江,是,https://i2.hdslb.com/bfs/face/23684e98424c573a15efe3c1334ba499d6b411a0.jpg
97,281392257169,281486468113,356867360,"冉竹閒月",6,保密,"回复 @我不形而上学 :没绷住",2025-11-24 13:38:51,0,4,"它们已经被风吹走，散落在天涯",广东,否,https://i2.hdslb.com/bfs/face/1992fe6f01df2dfb325524333b2922f288f9d734.jpg
98,281392257169,283646473952,593755027,"天苍色",6,保密,"回复 @我不形而上学 :因为第二枪击中肺了",2025-11-27 15:33:52,0,3,"",吉林,否,https://i1.hdslb.com/bfs/face/8f8063c9e83d97333495ad8b8a6f6f95469433a4.jpg
99,,283237138752,32642402,"快去请如来佛主",6,男,"半夜一点半了还有25人观看[微笑]",2025-11-23 01:39:22,0,4,"你看我理你吗",安徽,是,https://i2.hdslb.com/bfs/face/aa82fbf7dec085b0d1600405888ec15c68132026.jpg
