序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
13,,272413192448,296489145,"82926679",5,保密,"李文亮[大哭]",2025-08-13 11:37:35,0,82,"",浙江,是,https://i0.hdslb.com/bfs/face/f0bdb02b9cff224220bc2e363a1f1a29e710a1bc.jpg
14,,269943580673,3546880680135572,"Xr瑾洛",5,保密,"1",2025-08-03 19:06:23,0,14,"红时不追，难时不黑，只听其曲，不评其人",吉林,否,https://i2.hdslb.com/bfs/face/26ca478715c71ffa081663cecd634a6c9f963412.jpg
15,,267784574785,1043214274,"MLA铁粉",5,保密,"致敬！",2025-07-16 18:45:35,0,21,"随缘更新和搬运
小号:@路易放松中",湖南,否,https://i1.hdslb.com/bfs/face/5b271a7efbe87a3f1a8bd8ac6e1aea49ce468557.jpg
16,,261603751936,477138020,"三刀南山必胜客",6,男,"共产党万岁！人民万岁！",2025-04-30 01:15:19,0,67,"兴趣广泛，狠狠乱窜",黑龙江,否,https://i2.hdslb.com/bfs/face/1eb70e9e000945bf918b7a7b001205377aafc950.webp
17,,259189922448,441412505,"吖亮子",6,保密,"致敬",2025-03-31 20:42:27,0,41,"每天不定时爆料逆战/CFHD等游戏最新内容 麻烦点个赞关注下吧谢谢各位宝子们！",广东,是,https://i2.hdslb.com/bfs/face/57c8864942818e9eaedec92ac411772d52791ca5.jpg
18,,257233820304,546694841,"废物保护基金会",6,保密,"不行，这个得看完",2025-03-08 11:09:51,0,52,"每片废物都有归属，每份资源都应呵护，垃圾并非终点，而是循环的起点，不让废物流浪，废物保护基金会，给他们一个温暖的家。",山东,是,https://i2.hdslb.com/bfs/garb/688f266c26533185461a6df13a27e56f975a3a7a.png
19,,255732114768,8787912,"团子是最可爱的兔宝",6,保密,"敬礼",2025-02-18 17:35:44,0,32,"群-662802665。这个号永远为团子留着。团宝转世了记得我就来找我。永远爱你。再见团子。",浙江,是,https://i0.hdslb.com/bfs/face/32ff2552be395c5fbcfa802dd728707b33eea47d.jpg
20,,249159861793,412843765,"老烧麦哒",6,男,"默哀",2024-12-13 20:43:17,0,58,"专玩各种版本吃瘪，不求技术牛逼，但求玩的开心 ，想跟UP互关或者帮视频点赞的都可以喊我",广东,否,https://i1.hdslb.com/bfs/face/cc3ac9b3887855baf373294a5b0692d1cae12132.jpg
21,,245092823441,397712863,"迪伦爱崔斯坦",6,保密,"🕯🕯🕯",2024-10-24 07:28:22,0,91,"大家好，我是木木，喜欢灵魂潮汐，1999～要陪汐宝到死的人偶师！（一个什么都想学习的贪得无厌的UP猪）

",安徽,否,https://i1.hdslb.com/bfs/face/69ee7a6aae8d766e9f04d4afa3138a61b53c0285.jpg
22,,243405772081,1150237293,"我要比你比你",5,男,"永远铭记为我们做出伟大贡献甚至付出生命的英雄！",2024-10-01 15:46:09,0,94,"两岸统一！",四川,是,https://i0.hdslb.com/bfs/face/f879ce13acd9b82ba7fda7e595cae2a74ba08f7a.webp
23,,243379215969,666654491,"一只路过的布洛妮娅厨",5,男,"人有三次死亡
第一次是肉体的消亡，第二次是功绩的模糊，第三次则是社会的忘却
而他们，永远不会，也永远不应因此死亡，人民的英雄永远不应被我们所忘",2024-10-01 08:23:47,0,137,"生活并非是一场没有看头的低级趣味，知往者不可谏，来者犹可追",广东,是,https://i2.hdslb.com/bfs/face/f602dd2dfde40a2d14866de77ad9a08950b367b6.jpg
24,,240312391424,325518269,"Saylor-LBH",5,男,"致敬🖖！！！！",2024-08-26 20:59:59,0,57,"一个喜欢做沙雕动画、玩第五人格的忍者！合作+Q：12590527",江苏,是,https://i2.hdslb.com/bfs/face/06402324881a925c2ddf3a94e16a2a868fc37c4e.jpg
25,,228565419056,155313290,"不关小烧脑的事哦",6,男,"勿忘国耻，逝者永存",2024-06-28 13:32:01,0,97,"不做时代的旁观者，去引领变革！",山东,否,https://i2.hdslb.com/bfs/face/5e36fbe253f4aee2ccf2d3abf2132aa4d8ab8990.jpg
26,,226469179312,161327945,"落葵芷半夏",5,保密,"[口罩]",2024-06-15 18:29:59,0,62,"",陕西,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
27,,226063733392,345033668,"画奋迟",6,保密,"真正出来了再回看这三分钟，他们帮中国人挺直了腰，他们让中国站了起来。所以即使在异国他乡，我也能够如此有底气地走——那些歪曲的言论不攻自破。事实胜于雄辩。",2024-06-13 10:11:13,0,133,"请不要对我抱有任何的期待",英国,否,https://i2.hdslb.com/bfs/face/f8c576b32812a27e2fe5e76357157d97751cc486.jpg
28,,226063708480,504394909,"黄毛的纯爱日常",5,男,"我的心跳和数字一同跳动",2024-06-13 10:10:33,0,44,"分享""开心""，分享""爱""",河南,否,https://i1.hdslb.com/bfs/face/20f484f9677e84d3f58b3d8a3cf8acc4519d322c.jpg
29,,225947855536,661870879,"煜长来了",5,男,"多少英雄不在了，英雄每时又都在。",2024-06-12 15:43:58,0,38,"游戏是现实中一种的快乐，我会把这份快乐更好的给你们",山东,否,https://i1.hdslb.com/bfs/face/fa622d20b7b35e2c110c7f41fff1d79c7c2c3703.jpg
30,,224935428128,3494370470791883,"小小钱枕",4,保密,"只要努力使国家变的足够强大，才能不被它国欺负",2024-06-06 12:15:40,0,21,"",湖南,否,https://i2.hdslb.com/bfs/face/901435ef227c679e6df25f681e730d5539874fe4.jpg
31,,224934994016,3494370470791883,"小小钱枕",4,保密,"致以最崇高的敬意",2024-06-06 12:12:51,0,13,"",湖南,否,https://i2.hdslb.com/bfs/face/901435ef227c679e6df25f681e730d5539874fe4.jpg
32,,224393680832,1183594114,"账号已注销",,保密,"5000历史，20000000烈士，愿中华儿女不负期望，完成我们共同的梦",2024-06-02 20:38:31,0,22,"",浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
33,,224233732864,493889491,"落花独舞不归",5,男,"默哀",2024-06-01 21:02:38,0,13,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
34,,224217119040,354027601,"猪小刘666",6,保密,"家里的厨房响着炒菜声 安定的感觉真好",2024-06-01 19:16:40,0,29,"读书去了",江西,否,https://i1.hdslb.com/bfs/face/016cad51cd9f69d560877c4b0c0b6b61f6c62be0.jpg
35,,224181759888,1979783251,"Fluorine74",5,保密,"多少短短的人在历史书上留不下他们的一生",2024-06-01 15:11:28,0,13,"",江西,否,https://i1.hdslb.com/bfs/face/a0c7685e52296003b95c27cfa6c60d1f057ad13d.jpg
36,,224134506432,1730533737,"波波上太空",4,男,"全站第一
他值得
他们值得",2024-06-01 09:25:56,0,14,"吾系甘皇",四川,否,https://i0.hdslb.com/bfs/face/3ffbd66ebd8f72c8eb12606f4cf7f71bea8434e8.jpg
37,,224118299488,38452019,"霸道小小号",6,男,"赞赞赞，感谢先辈",2024-06-01 03:55:01,0,5,"",广东,是,http://i2.hdslb.com/bfs/face/f4937caef58e4ca93525a41667fd08b5cf15c82d.jpg
38,,224098565712,1268327164,"君祈期",3,保密,"现在的人太浮躁了，大多静不下来了，我也是",2024-05-31 23:56:34,0,16,"自己有了明确的目标就要不断努力，哪怕失败
虽万人吾往矣",福建,否,https://i1.hdslb.com/bfs/face/42db2cd2d3ccef6bf533adab9ad2fa85fff26aa0.jpg
39,,224078093152,493889491,"落花独舞不归",5,男,"默哀",2024-05-31 21:51:04,0,3,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
40,,224060105888,3493138482071924,"-3037-",4,男,"致敬！",2024-05-31 19:50:57,0,3,"我叫3037",浙江,否,https://i2.hdslb.com/bfs/face/ca87fef57f761d708ced0c88fe6b7592ab205c35.jpg
41,,224051892912,351544528,"桃花坞里桃花坞",3,男,"中华人民共和国万岁中国共产党万岁",2024-05-31 18:57:13,0,9,"大明白",陕西,否,https://i1.hdslb.com/bfs/face/b957f4c5750cc59dc17252435325d42e3790e994.jpg
42,,223989083040,323687647,"黑云何曾压青山",6,保密,"RIP",2024-05-31 10:39:30,0,3,"南苑",河南,是,https://i1.hdslb.com/bfs/face/620c2dd114d9c44def23925e02ae13d108169974.jpg
43,,223952415600,1659384482,"这名字没花六个币",5,男,"这么久了啊",2024-05-31 00:25:01,0,5,"The world is not beautiful,therefore it is.",江苏,否,https://i2.hdslb.com/bfs/face/ba5cf116300e79bf38563f9f0bbd68e2599d7dce.jpg
44,,223933483120,2099489824,"不相信死亡的人",5,保密,"英雄们不怕牺牲，他们怕的是遗忘",2024-05-30 22:20:24,0,8,"死亡的那一头……是什么呢？",河南,否,https://i1.hdslb.com/bfs/face/87a4caa0fe55fa81fe51133bbb218afff319c36d.jpg
45,,223922641936,1668298418,"繁星原神代肝",5,保密,"默哀三分钟",2024-05-30 21:09:53,0,2,"",河南,否,https://i2.hdslb.com/bfs/face/9ff0a30584eea93ddba4f1106353e702b6930cf3.jpg
46,,223922186192,1668298418,"繁星原神代肝",5,保密,"默哀",2024-05-30 21:07:14,0,2,"",河南,否,https://i2.hdslb.com/bfs/face/9ff0a30584eea93ddba4f1106353e702b6930cf3.jpg
47,,223917676160,493889491,"落花独舞不归",5,男,"默哀",2024-05-30 20:37:41,0,1,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
48,,223696254544,493889491,"落花独舞不归",5,男,"默哀",2024-05-29 11:03:28,0,1,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
49,,223660334400,3493076095994371,"潮汐Gezeiten",5,男,"最不敢退出和最有敬意的一个视频([脱单doge])",2024-05-29 00:54:25,0,12,"就一個初中生，沒啥好看的…",山东,否,https://i1.hdslb.com/bfs/face/b4b11e9eaf44b289169d3e8e8401c8216feb486e.jpg
50,,223626386112,493889491,"落花独舞不归",5,男,"默哀",2024-05-28 21:17:11,0,4,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
51,,223486226368,493889491,"落花独舞不归",5,男,"默哀",2024-05-27 22:10:24,0,4,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
52,,223359955760,1675977688,"银耳喜欢四季",6,保密,"加油加油加油，一定要健健康康，平平安安，幸幸福福，早日回家。",2024-05-27 00:40:48,0,2,"妹妹，将永远站淋神这条街，因为真爱永远在等候，我又怎么可以辜负爱神的好意呢？
永远爱大家惹，希望大家过得幸福，要学会好好爱自己呀",甘肃,否,https://i1.hdslb.com/bfs/face/cf3c8ebe8bdc29c78eacd5f577cf6591a68e160e.jpg
53,,223324846912,493889491,"落花独舞不归",5,男,"默哀",2024-05-26 20:58:05,0,1,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
54,,223265227568,637546057,"陳靜南_2007",5,男,"默哀",2024-05-26 14:03:38,0,2,"三生萬物",辽宁,否,https://i1.hdslb.com/bfs/face/5c7db029bb7909c615d8a759b3750a63ccf51262.jpg
55,,223243735936,3546690665581033,"徐致远123",2,男,"[2024]",2024-05-26 11:43:57,0,2,"",河北,否,https://i1.hdslb.com/bfs/face/cfbbf054b854335253032faa9fe321510b487598.jpg
56,,223157968352,493889491,"落花独舞不归",5,男,"默哀",2024-05-25 21:02:06,0,4,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
57,,223088953040,1967317277,"芒zi",5,男,"思念无声，热泪迎之！今日中国，请放心，请安息！",2024-05-25 13:11:49,0,8,"天天開心",江西,否,https://i2.hdslb.com/bfs/face/c8e16821a6ec7bae6f4c323c55af436748fbda14.webp
58,,223087344432,442360070,"lilbaba",6,男,"致敬英雄们",2024-05-25 13:01:20,0,5,"梦想成为足球区GOAT",四川,是,https://i2.hdslb.com/bfs/face/332e8b3e66c689ee70b4b629da45105d7befe536.jpg
59,,223069772208,489977008,"学富五车谢灵运",5,男,"默哀",2024-05-25 11:08:57,0,4,"不是想要留住秋，而是想回到过去。",山东,否,https://i1.hdslb.com/bfs/face/cdfd133f9c4d420a1ec1beb3db0331d9b4ad59f8.jpg
60,,223002686048,500008303,"曼彻斯特的Andy",6,保密,"默哀",2024-05-24 22:21:11,0,2,"",天津,是,https://i1.hdslb.com/bfs/face/e66f8472c712604569e6c8ff1cc273f121ee5aba.jpg
61,,222998380192,23298985,"毁灭者安珍",6,保密,"默哀",2024-05-24 21:56:43,0,4,"愛も哀も余さずちょうだい",四川,否,https://i1.hdslb.com/bfs/face/905103254240278b1aad543c3454f14d4286f84a.jpg
62,,222995135184,436411287,"御坂_10087号",5,保密,"默哀",2024-05-24 21:37:10,0,2,"",北京,否,https://i0.hdslb.com/bfs/face/ff67c5d778fbdf50dd3deb47da0f9c8b23cecc08.jpg
63,,222981517152,493889491,"落花独舞不归",5,男,"默哀",2024-05-24 20:12:29,0,2,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
64,,222848237536,68009065,"再吃一个小肉丸",5,男,"24年刷到了，留个脚印吧，3分钟很长，3分钟又很短😔",2024-05-23 22:23:09,0,25,"晚上来接你吃饭",河南,是,https://i1.hdslb.com/bfs/face/91c5e88fa74b353936a98d7eaa48ce9231769530.jpg
65,,222842926208,493889491,"落花独舞不归",5,男,"默哀",2024-05-23 21:49:16,0,4,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
66,,222774596432,56302535,"小妹妹666",4,保密,"致敬英雄",2024-05-23 13:04:02,0,4,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
67,,222693442864,493889491,"落花独舞不归",5,男,"默哀",2024-05-22 21:39:25,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
68,,222551199408,493889491,"落花独舞不归",5,男,"默哀",2024-05-21 22:15:26,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
69,,222521484512,538909587,"我真尼玛可爱啊",5,保密,"今日中国，请放心，请安息[拥抱]",2024-05-21 19:00:09,0,6,"",重庆,是,https://i0.hdslb.com/bfs/face/bf1a52f134554e0c420bd59f4fe0cb5e3793b122.jpg
70,,222521151472,538909587,"我真尼玛可爱啊",5,保密,"[拥抱]",2024-05-21 18:57:32,0,4,"",重庆,是,https://i0.hdslb.com/bfs/face/bf1a52f134554e0c420bd59f4fe0cb5e3793b122.jpg
71,,222458279200,511355707,"山中晋谷",5,男,"🌹",2024-05-21 10:28:12,0,4,"希望阳光照耀这个世界的每个角落",北京,否,http://i0.hdslb.com/bfs/face/88aa5e6c603d79aa8eba5e89ca6adeb1a6f1fc53.jpg
72,,222427135808,628522596,"若叶香草睦",5,女,"唉",2024-05-21 00:53:40,0,5,"MyGo!!!!!
被爱素甜晕",湖南,是,https://i0.hdslb.com/bfs/face/4db4afcff52ee30e8ad9443056ba9d72f66b88ad.jpg
73,,222411910192,499400730,"小小希了个希",5,男,"致敬！",2024-05-20 23:06:37,0,5,"洛琪希！洛琪希！洛琪希！",湖北,否,https://i0.hdslb.com/bfs/face/a5f6d8786ef3ea9700c930a6adffdad3521e2557.jpg
74,,222396403264,3537121514096939,"须臾堂",5,保密,"回头看，轻舟已过万重山，致敬[加油][抱拳]",2024-05-20 21:31:09,0,7,"",江苏,否,https://i2.hdslb.com/bfs/face/b42ff232c4e75c5b3811395347bd16ab11f5a323.jpg
75,,222386927424,493889491,"落花独舞不归",5,男,"默哀",2024-05-20 20:27:48,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
76,,222352236544,107118487,"时间煮鱼っ",6,男,"人间烟火气，最抚凡人心.  永远记住有人为你负重前行！",2024-05-20 16:31:28,0,4,"马老师，发生肾么事了..",湖北,是,https://i1.hdslb.com/bfs/face/2a9939c6b647565e81c3785315f1ce16bcc6037a.jpg
77,,222315136944,521283080,"噗靈霂",5,男,"致敬",2024-05-20 11:44:14,0,5,"",广东,否,https://i2.hdslb.com/bfs/face/0908e1ccd4bd3bc9614611130f1667bb7b7487db.jpg
78,,222243451344,493889491,"落花独舞不归",5,男,"默哀",2024-05-19 22:12:13,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
79,,222152535040,122391751,"hiddenss",5,保密,"硬控三分钟",2024-05-19 11:53:08,0,13,"",江苏,否,https://i1.hdslb.com/bfs/face/05e74c1c19dd978c894541565f670a8576c3cfa9.jpg
80,,222094396736,1589694208,"像我这样的美女",4,保密,"有的人或许没有留下姓名但是ta 一定为了我们的国家作出过贡献，这样的人应该被记得",2024-05-18 23:47:59,0,4,"",陕西,否,https://i1.hdslb.com/bfs/face/69bfc892a5ef0dbc6a61ce61fe542aef5d71f16b.jpg
81,,222089768640,591802483,"B站用户302588888",5,保密,"致敬",2024-05-18 23:18:47,0,2,"我的评论就是我的成分，不用您来查。好奇没关系，但对线的来查成分属实有点大病。",贵州,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
82,,222066837600,493889491,"落花独舞不归",5,男,"默哀",2024-05-18 21:11:42,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
83,,222044639504,1250015376,"LYinHero",5,女,"2024报道，国家一定会富强",2024-05-18 18:49:48,0,4,"因为你我才知道这个世界是那么的美丽，是你让我认识到这样的世界。——僕の心のヤバイやつ",江西,否,https://i0.hdslb.com/bfs/face/2e0b61cb064fc7c0252eeef9a4fb4d89b9a3abe4.jpg
84,,222023105408,1686001516,"Ritoruki",5,女,"一路走来真的不容易......默哀",2024-05-18 16:18:41,0,7,">ᴗoಣ",江苏,否,https://i1.hdslb.com/bfs/face/7095c971676c58c4fe5b089ad44dca7a8e215841.jpg
85,,221968012832,304778381,"师渊",6,保密,"崇尚英雄才能英雄辈出[微笑][微笑][微笑]",2024-05-18 09:34:31,0,10,"",湖北,是,https://i2.hdslb.com/bfs/face/00714707110e76674104a6363c00beff9d859c18.jpg
86,,221902797248,493889491,"落花独舞不归",5,男,"默哀",2024-05-17 21:05:59,0,7,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
87,,221791491216,3493144779819392,"格温与七里",5,男,"敬",2024-05-17 02:12:29,0,5,"",四川,是,https://i2.hdslb.com/bfs/face/6aa38ea30df095d0b1b3ff0cbdb00ec1cc3573dc.jpg
88,,221742995600,493889491,"落花独舞不归",5,男,"默哀",2024-05-16 20:15:00,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
89,,221666663856,1775211399,"Wanciaex",4,保密,"康辉老师的声音好治愈[委屈]",2024-05-16 10:16:30,0,5,"随便剪剪",山东,否,https://i0.hdslb.com/bfs/face/0c4c8a344177b34c179955abcf399f2809e5f8e3.jpg
90,,221616888112,493889491,"落花独舞不归",5,男,"默哀",2024-05-15 22:50:47,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
91,,221578208336,3493076433635340,"盒粥之寄",6,男,"几千万名英烈的生命，换来了如今的和平与安宁",2024-05-15 18:39:23,0,4,"长江，黄河，还有黑龙江～",山东,否,https://i0.hdslb.com/bfs/face/54d2ed6fb64f267cc29cfb32b538f340daac6b4e.jpg
92,,221450932560,493889491,"落花独舞不归",5,男,"默哀",2024-05-14 21:24:45,0,6,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
93,,221283127184,493889491,"落花独舞不归",5,男,"默哀",2024-05-13 20:23:48,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
94,,221263753568,477959969,"家妻凯尔希见笑了",6,保密,"致敬",2024-05-13 18:20:33,0,1,"愿所有遗憾都是成全",江苏,否,https://i2.hdslb.com/bfs/face/c6297213c065bbf21953d9b32c3760d411fa1791.jpg
95,,221141529584,438279906,"强运扳机",6,保密,"默哀",2024-05-12 22:02:03,0,1,"",江苏,否,https://i0.hdslb.com/bfs/face/2edb6c67d217571ce66924f9ed66dd2250fbcd56.jpg
96,,221133458640,493889491,"落花独舞不归",5,男,"默哀",2024-05-12 21:12:28,0,4,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
97,,221090165376,1190606844,"猪郁桢桑_",5,保密,"致敬🫡",2024-05-12 16:28:53,0,1,"诶嘿✧(ˊωˋ*)✧",河南,否,https://i0.hdslb.com/bfs/face/31ff5109777c22e8b6acb724091ae19c4d9c1066.jpg
98,,221029198608,3546673334717323,"水到渠成0123",5,保密,"致敬",2024-05-12 09:18:30,0,1,"",湖南,否,https://i1.hdslb.com/bfs/face/fe60fa6b042d9cfaaaf2037b363186b6420db69b.jpg
99,,221011479328,481872725,"皮皮虾Chris",5,保密,"祝福祖国 山河无恙 国泰民安[保佑][保佑][保佑][保佑][保佑][保佑][保佑][保佑][保佑][保佑][保佑][保佑]",2024-05-12 03:07:31,0,1,"攻起噶哒 士大夫法豆腐干",辽宁,否,http://i2.hdslb.com/bfs/face/5a9d5c55a4463fc6bc7b3a0165a39f6fd4528c1b.jpg
100,,220969075008,3494360549165850,"你瞅啥咩666",5,保密,"24年5月，记着嘞[奋斗]",2024-05-11 21:38:39,0,1,"",云南,是,https://i0.hdslb.com/bfs/face/2aef1bb0b70cbe14cc1222a269201c5d808e6e32.jpg
101,,220946562528,493889491,"落花独舞不归",5,男,"默哀",2024-05-11 19:24:36,0,5,"花落，在半空独舞，却不归。
（骂人和诅咒的反弹加拉黑）",江苏,否,https://i1.hdslb.com/bfs/face/41c8efd98fbe0f5f8f2c55498ee9dc6d5e0dec0f.jpg
102,,220940547776,3493094720801356,"Charlie在努力",4,男,"致敬！！[口罩][口罩]",2024-05-11 18:49:08,0,4,"",广东,否,https://i1.hdslb.com/bfs/face/35b39b376505cd91dfc173875a22fda9ba1cd56c.jpg
