序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
11,283392066480,283392152720,646876017,"库库林----白夜",5,保密,"回复 @库库林----白夜 : 看了不少",2025-11-24 18:41:23,0,0,"偶尔开开肉鸽，人菜瘾大",陕西,是,https://i0.hdslb.com/bfs/face/0d6e0f428127fbf2c3b2ea37471e6cfe087525e2.jpg
12,283380135504,281583561825,701662581,"老鱼饼66",5,男,"这个我还收藏过",2025-11-25 16:36:49,0,0,"是大智若愚，不是蠢",河南,是,https://i0.hdslb.com/bfs/face/9acdab9c6e8639e751aca1ece2e270f63f596fb7.jpg
13,,282215420160,6499636,"哦呼本尊",6,保密,"再来一遍[大会员粉豆人_沉思]",2025-11-12 09:54:25,0,0,"Find a happy memory and hide there. 
巨大的草台班子这句话还在一天天证明它的含金量。",江苏,是,https://i1.hdslb.com/bfs/face/f336d619a18e312da243853bc19a6cce7f964016.jpg
14,,281958158800,252912800,"我真的想啸阿",5,保密,"时隔6年再次重温，这视频太牛逼了yyds。但是时间过的也真快，我也30了。当年一起看视频的她，也离开了[藏狐]",2025-11-09 16:41:32,0,1,"",重庆,否,https://i2.hdslb.com/bfs/face/faa7633c4a6a214831dd0047812517f24e696744.jpg
15,,281473575408,453777538,"朝酒晚舞不喝汤",6,男,"来考个古[点赞]",2025-11-04 21:30:55,0,0,"本来无一物，何处惹尘埃",云南,否,https://i1.hdslb.com/bfs/face/5ee8b3cab6f8487c4cd9dead4e319b973d145b08.jpg
16,,281444197888,348764632,"法正华",5,男,"资产阶级圣人图鉴。[doge]",2025-11-04 16:34:08,0,0,"",湖北,是,https://i1.hdslb.com/bfs/face/c3a5e3fdb45c731c12701930322206cc9e6eed7b.jpg
17,,281377386768,694372321,"闭目养神中",5,男,"考古！！",2025-11-03 22:17:42,0,0,"",贵州,是,https://i1.hdslb.com/bfs/face/19032b5a233bd13ee7de58deb996dd089b73730d.jpg
18,,279351459153,433781269,"66160537778_bili",3,保密,"踩着这个点打架，会不会被人揍成屎",2025-11-01 12:00:36,0,1,"",新疆,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
19,,280835189232,3493257851963621,"一块硬骨头0408",3,保密,"都成童年回忆了",2025-10-30 04:25:54,0,1,"",福建,否,https://i2.hdslb.com/bfs/face/f08cc2f251a16c8bbb00167184373e1d03a8783f.jpg
20,,278934877537,651988865,"Q琉璃d",5,男,"bgm找了一辈子，终于抓到了",2025-10-28 00:51:35,0,2," 君指先跃动の光は、私の一生不变の信仰に、唯私の超电磁炮永世生き",河南,否,https://i2.hdslb.com/bfs/face/1420370e856f03c6cff6e55e0002d9526c1d17b8.jpg
21,,278272909344,1471374906,"八个八66668888",4,保密,"bgm是啥呀",2025-10-06 09:10:45,1,2,"",江西,否,https://i0.hdslb.com/bfs/face/7b9d66c021797c1f405d523d86c2d98b79e33124.jpg
22,278272909344,278904053520,406918126,"永不陨落的黑暗骑士",5,保密,"fire",2025-10-11 21:08:35,0,1,"Because I am Batman",湖北,否,http://i0.hdslb.com/bfs/face/59095f9e6a852f15f27ee2218f0338dd601f6a78.jpg
23,,278167998736,1997497826,"美艳啦乌云",3,保密,"求歌名",2025-10-05 13:20:27,2,1,"",四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
24,278167998736,278215131296,393180802,"王菲Fy",6,保密,"简介有",2025-10-05 20:05:09,0,1,"",河南,否,https://i1.hdslb.com/bfs/face/40aa43d965f6cf6223346183f7bb09400d234a75.jpg
25,278167998736,278248046001,474733186,"ZERO_BRO123",6,男,"fire",2025-10-20 23:34:20,0,0,"",陕西,是,https://i1.hdslb.com/bfs/face/2fd628cd22e811fa17d880b7210dddef250f72ee.jpg
26,,276589211169,3493115000261173,"no_th_ing额",3,保密,"[蹲蹲]",2025-10-04 21:38:30,0,0,"",辽宁,否,https://i1.hdslb.com/bfs/face/9a7816892f27383d1376a23e77befeb288978fa5.jpg
27,,276408687905,436607978,"力气君在线含戳",5,男,"这种视频已经无法被超越了，因为现在的年轻人已经不剪这种长混剪了,这种视频往往耗费时间很长，少则三五天，多则半个月",2025-10-03 10:20:43,0,14,"BV1Ue411F7Qe",广东,否,https://i2.hdslb.com/bfs/face/50575c12efd4c4e8a860fc18370a0d0d29f4ab04.jpg
28,,277852648960,670025411,"bili_69129411612",4,保密,"很喜欢💕",2025-10-02 19:30:54,0,0,"",福建,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
29,,275959605393,3546936699259692,"-Pionner",2,保密,"[大哭][大哭][大哭]好想回去",2025-09-28 22:33:37,0,1,"",天津,否,https://i0.hdslb.com/bfs/face/2435d1a2de409acc7cf7b1629c7b6688308b4dbf.jpg
30,,275468200321,106718352,"戈德里克山谷在下雪",6,女,"@阿卡姆绝赞在逃中 @给我斯莱特林打钱 好想回到19年……",2025-09-23 17:34:47,0,3,"For The Greater Good.",广东,是,https://i0.hdslb.com/bfs/face/f0bcbf4d9c62d78758fe399a5c6577e679fefae9.jpg
31,,274292017521,264467197,"兜米虫",6,保密,"为啥以前的点赞和收藏会被取消？",2025-09-10 22:10:27,0,2,"",湖南,否,https://i1.hdslb.com/bfs/face/9f6502fb3ca343f47039d0e4b3ef2205ae5afd32.jpg
32,,275486305952,3048019,"弹丸论破之分歧的鹫",5,女,"血液大概60秒在你体内循环一圈2:23",2025-09-08 22:35:37,0,0,"糖???????????",广东,否,https://i1.hdslb.com/bfs/face/179232712b6994b56c2b19234d860f81fb4956ef.jpg
33,,274993178880,407459201,"澜汐子z",6,男,"当年是真爱看这个视频啊",2025-09-03 21:39:58,0,4,"每个人自由的发展，是一切人自由发展的条件",陕西,是,https://i2.hdslb.com/bfs/face/d1d0106efcde4848f2df63832a468b5e6d3cc976.jpg
34,,274973628928,3546770315414318,"吃西瓜要吐西瓜皮啦啦",2,保密,"美剧动作片的最大问题就是打架都太慢了！几个肌肉男在表演慢动作。一看就是健身房慢悠悠撸铁练出来的速度，不是练武术格斗练出来的速度。真的武术格斗速度应该是水月洞天那种吧？打架全是残影根本看不清，导演不停的喊打慢点，打慢点，全拍糊了。",2025-09-03 17:57:25,0,1,"",美国,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
35,,274869501696,399477806,"隐目的第四人格长然",5,保密,"这个视频也是剪辑的经典教材了………",2025-09-02 14:00:40,2,5,"隐目的第四人格——长然
接pv，有偿，随缘无偿白菜",山东,是,http://i2.hdslb.com/bfs/face/4a3ffd2520a11c83ee41a25ecbfbfa3adeb4bae0.jpg
36,274869501696,276408739953,436607978,"力气君在线含戳",5,男,"这种视频已经无法被超越了，因为现在的年轻人已经不剪这种长混剪了,这种视频往往耗费时间很长，少则三五天，多则半个月",2025-10-03 10:20:00,0,1,"BV1Ue411F7Qe",广东,否,https://i2.hdslb.com/bfs/face/50575c12efd4c4e8a860fc18370a0d0d29f4ab04.jpg
37,276408739953,278050249280,399477806,"隐目的第四人格长然",5,保密,"回复 @力气君在线含戳 :是的…",2025-10-04 13:51:04,0,0,"隐目的第四人格——长然
接pv，有偿，随缘无偿白菜",山东,是,http://i2.hdslb.com/bfs/face/4a3ffd2520a11c83ee41a25ecbfbfa3adeb4bae0.jpg
38,,272337446849,544438699,"503室的室友",4,保密,"@不知道取-啥名字 这是唯一一个我能给你的镇站之宝",2025-08-22 22:34:33,0,3,"",湖南,是,https://i1.hdslb.com/bfs/face/0b151305d95547915c89f1f4c6e6d94d918473b1.jpg
39,,273217621024,358710225,"阳阳上班摸鱼",6,男,"冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]冲1000粉 诚信互关必回[蹲蹲]  战绩可查战绩可查战绩可查[脱单doge][脱单doge][脱单doge]",2025-08-19 16:44:48,0,1,"分享外设体验，不断学习中！
合作联系我，会ae pr ps 日语n1 
",河北,否,https://i0.hdslb.com/bfs/face/4b02270b808252260aed85603f87d5a705a24928.jpg
40,,272876166832,1178565523,"没有桌子的黄昏",3,男,"太牛了",2025-08-16 22:10:26,0,0,"",福建,否,https://i1.hdslb.com/bfs/face/5e8c1fa22d64c1b55e6e89a9e62b634371557db9.jpg
41,,271548799265,255559287,"不加糖全世界最甜",6,保密,"真怀念啊",2025-08-16 15:14:57,0,3,"",浙江,是,https://i0.hdslb.com/bfs/face/6aefca629d33386fc65e00c903bcf335fd0811b5.jpg
42,,272344810960,3493078927149120,"0_萌芽_0",3,保密,"没人了？",2025-08-12 20:27:09,0,2,"",湖北,否,https://i0.hdslb.com/bfs/face/425e1f2a309635bfa6e1f34e5ef7317e6ea48263.jpg
43,,271283153120,399677703,"ssssmoken",4,保密,"2025年前来考古！！！",2025-08-04 16:52:28,0,2,"",江苏,是,https://i0.hdslb.com/bfs/face/667844bb32f7f5c70b1821dd97fdc7af16da89f0.jpg
44,,270532555232,1060941220,"水无痕9621",5,保密,"🐾按个爪爪，我来过！！",2025-07-29 18:53:35,0,2,"看清你自己",甘肃,是,https://i1.hdslb.com/bfs/face/3e62cbb23474b242dbc7a603bce3810c50d8fe7b.jpg
45,,269932107424,11712303,"夜泺不是叶落",6,保密,"重温一下",2025-07-24 22:35:41,1,3,"",广东,否,https://i0.hdslb.com/bfs/face/38f6605f1594facd8febe0873295220fa0b77f7e.jpg
46,269932107424,269932244576,11712303,"夜泺不是叶落",6,保密,"11个人你们好",2025-07-24 22:35:52,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/38f6605f1594facd8febe0873295220fa0b77f7e.jpg
47,,268463334369,89845466,"该npc无法互动",6,保密,"重温一下",2025-07-22 16:27:16,0,0,"爱",广西,否,https://i2.hdslb.com/bfs/face/347031846425b64c0d421e634e3e796c8ee5d440.jpg
48,,269220365264,439699732,"烟暮阳",6,保密,"又刷到了我进站看的第一个视频",2025-07-18 22:29:21,0,1,"",广东,否,https://i1.hdslb.com/bfs/face/96c773b3f2f241b603c28f8cd3706e3819c42d79.jpg
49,,267793740641,383679862,"补药喵喵叫啊",6,保密,"无聊来看@成都AG超玩会丶Cat",2025-07-16 20:02:13,0,0,"",北京,是,https://i1.hdslb.com/bfs/face/0362b041b2df296b4ec804a220ddb7d48476ac30.jpg
50,,267939742048,552789102,"百褶了呢",4,保密,"1",2025-07-07 21:47:19,0,1,"",四川,否,https://i0.hdslb.com/bfs/face/a6c23ce016cf48622744d3c73b1259e2a34760fd.jpg
51,,267899295744,1770772203,"_芝士猫_",5,保密,"考古",2025-07-07 14:50:34,0,0,"",江西,是,https://i0.hdslb.com/bfs/face/c4f541e74ceb0e12ef406dcdf12e8af2cfd00d3e.jpg
52,,266117764321,106806694,"风息河谷",6,男,"25年考古",2025-06-30 22:09:23,0,1,"阅读是普通人的救赎",江苏,是,http://i1.hdslb.com/bfs/face/02533ae4740cf22ab405c51b830f8e24faeb7c9a.jpg
53,,266096830097,1055943267,"Yy堡堡",5,男,"还有人我吃[doge_金箍]",2025-06-30 18:44:39,1,4,"王者和平三角洲代打私聊
和平接上星、地铁、晋级赛，三角洲哈夫币
王者接宫本曜西施干将老虎金标便宜，两天一金标，三天一小国 （只接蒙恬）

",湖南,否,https://i0.hdslb.com/bfs/face/5a66fac12df5629310ab6960d1bf56d73dde3914.jpg
54,266096830097,268551208400,1861890909,"东京蕉种",5,保密,"骗吃骗喝[doge_金箍]",2025-07-13 12:29:13,0,1,"",新疆,否,https://i0.hdslb.com/bfs/face/c9b96ca16f05b169724ab7f7f52c02e075628355.jpg
55,,266358809792,3546589429762541,"bonesoul520",4,保密,"敢问，得爆肝多久？",2025-06-22 14:47:00,0,1,"",河南,否,https://i2.hdslb.com/bfs/face/b682d69efedd23caa4c43f91ae0868379ceab0a6.jpg
56,,265189421777,67977754,"蜜糖-Moy",6,保密,"好庞大的素材",2025-06-21 15:09:32,0,1,"神马拉郎都看，神马剪辑都看，好看的都看。【原则，cp不上升真人】",广东,否,http://i1.hdslb.com/bfs/face/4ded3d75e1da336c5eea2cf6b4fc5781e807cf72.jpg
57,,265169418833,246621966,"xxxxhhxxxx",5,保密,"怀念2019年，有快乐，有欢笑。",2025-06-21 11:29:18,0,4,"感知一切",广东,是,https://i0.hdslb.com/bfs/face/0cffc3cf368acc906740a49e7de383faf0123afb.jpg
58,,266143791808,544492027,"井暮江澜-",2,保密,"@楚熹-重重制版",2025-06-20 13:43:00,0,0,"死神厨，CH,灵能圈小白",湖北,否,https://i1.hdslb.com/bfs/face/7f81d3a221ad184771534a7efcb59900ee99b36f.jpg
59,,265011438193,519862462,"有头脑和不高兴诶",5,女,"考古，奉上欠的硬币",2025-06-19 18:20:03,0,2,"想要一个爱的长久的抱抱",江苏,是,https://i1.hdslb.com/bfs/face/6569fcf66154122542feb6121f96714847cd2e26.jpg
60,,264765295937,436607978,"力气君在线含戳",5,男,"本人剪辑，各位评价一下[大哭]BV16aMazFEfr",2025-06-17 00:09:36,0,1,"BV1Ue411F7Qe",广东,否,https://i2.hdslb.com/bfs/face/50575c12efd4c4e8a860fc18370a0d0d29f4ab04.jpg
61,,265782909312,3546557439805936,"祟识",5,保密,"@井芹仁小菜 @羽丘流星锤 @长崎爽逝 @赤一口莫铭 @-祖宗全似了_ [Mygo表情包_Love][Mygo表情包_Love][Mygo表情包_Love]",2025-06-16 17:18:42,0,4,"伟大的战无不胜的毛泽东思想万岁！",四川,否,https://i1.hdslb.com/bfs/face/d4372f8eb9ed1f953c5d53bbdb399a6497c5d06f.jpg
62,,265425649888,1305135010,"守护虎虎的骑士布兰特",5,男,"一想到太阳爆炸后人类文明毁灭，这样的绝世惊人神作难以存留，就令人感到万分心痛[大哭]",2025-06-13 01:16:01,0,4,"我从不奢求什么，只愿捍卫事实与真理，革除极端主义！只愿善良的人民生活美满幸福…［参悟马哲，方可正确讨论政理］",河北,否,https://i1.hdslb.com/bfs/face/d016704d0723ed00769072982525eeb188b3e586.jpg
63,,264920943984,97734213,"梯子哥哥",5,保密,"打卡2025年",2025-06-07 16:10:42,0,0,"我真的帅",江苏,否,http://i2.hdslb.com/bfs/face/d7ca7473e756bfb38c3da0bd87723cc8bc9b8fb9.jpg
64,,264917542240,14894115,"少年始于微末",6,保密,"考古",2025-06-07 15:24:07,0,0,"",重庆,否,https://i0.hdslb.com/bfs/face/20552c661d9f4119c0b64717d7089637cbff5ff1.jpg
65,,264614124832,394914434,"天真和伤感的小月亮",6,女,"hi哥哥",2025-06-04 08:52:49,0,0,"为了古老的夜晚和远方的音乐",上海,是,https://i2.hdslb.com/bfs/face/bca234865fb58ee89a9561755d2513367e745aee.jpg
66,,263523191601,185809773,"喜欢剪辑的萌特君",6,保密,"我不理解为什么其他漫威混剪上了，而这个不能在入站必刷",2025-06-03 14:05:20,1,4,"你用心看，我用心剪。不接商务",山东,是,https://i0.hdslb.com/bfs/face/da485c1d34dbb1cfcd1963df11c62f23bbf30458.jpg
67,263523191601,264830385313,474733186,"ZERO_BRO123",6,男,"以前有一段时间是必刷的，但后面被下了，也许是因为轩龙很久不更新了，或者是其他原因[doge]，讲真，看了这个，再看其他“踩点”视频真看不下去[吃瓜]，差距太大了",2025-06-17 19:12:03,0,0,"",陕西,是,https://i1.hdslb.com/bfs/face/2fd628cd22e811fa17d880b7210dddef250f72ee.jpg
68,,264486354368,3546391573956815,"逸窕蛇",3,保密,"看好了，硬币是这么用的",2025-06-02 19:53:03,0,0,"",广东,是,https://i2.hdslb.com/bfs/face/2dd453e6b399dc52e1b5dd0be06c5cf81db583a4.jpg
69,,264180104560,236153361,"Rainbow小猪",5,女,"1",2025-05-30 18:26:09,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/719447e9c736b003d1f3dd7bcf60bd6209ad829c.jpg
70,,264108748176,3493291276372641,"_辰华",4,保密,"这么多年这个点开这个视频还是这么多人看",2025-05-29 21:38:29,0,3,"",浙江,否,https://i0.hdslb.com/bfs/face/4430d58c09d07416403dbd421e381fccda6b672a.jpg
71,,263655836096,3546752206506447,"妩媚动人的椅子",3,女,"复联五又推迟了，干到明年年底了😭希望能顺利在内地上映😢",2025-05-24 18:56:03,0,4,"",湖北,否,https://i0.hdslb.com/bfs/face/43a9cdd07c5a8f2838dd1c3c1ac95eaea786762b.jpg
72,,263595734464,1107484112,"苏泽L_Siana",5,保密,"偶然在收藏夹看到就又点进来了，没想到已经六年了啊……",2025-05-24 01:31:19,0,2,"",湖南,否,https://i2.hdslb.com/bfs/face/daa10156db62760f821a0c376dfff3e35dd512b1.jpg
73,,263557728400,1356862215,"嗦牛士冷门玩家",5,保密,"25年看哭了",2025-05-23 18:18:49,0,2,"等待和希望！",广东,是,https://i0.hdslb.com/bfs/face/965570e40c17191c0ebbba5faa8f4f3bf4584bab.jpg
74,,263480894848,14973203,"邰党生",6,男,"25年回来点赞了",2025-05-22 20:26:21,0,0,"大佛",浙江,是,https://i2.hdslb.com/bfs/face/2031c7bbfd8205084dca3123fdc279fca0a0df8f.jpg
75,,263440012912,1060941220,"水无痕9621",5,保密,"🐾按个爪爪，我来过！！",2025-05-22 11:19:49,0,0,"看清你自己",山东,是,https://i1.hdslb.com/bfs/face/3e62cbb23474b242dbc7a603bce3810c50d8fe7b.jpg
76,,263416603728,3546815437736330,"账号已注销",,保密,"[蹲蹲]",2025-05-22 00:10:28,0,0,"",天津,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
77,,263357632432,525579307,"Dear-小小白",4,保密,"[打call][打call][打call]",2025-05-21 11:25:18,0,0,"没事儿的时候喜欢剪一剪自己喜欢的剧",内蒙古,否,https://i1.hdslb.com/bfs/face/2b5a35829b6e32a4adc503536738cfc84162acfd.jpg
78,,263109416448,1621710531,"小良仔aaa",4,保密,"现在还有人是这个[笑哭][支持]",2025-05-18 11:43:08,1,3,"做自由的鱼 游遍千山万水",江西,否,https://i0.hdslb.com/bfs/face/5bba16b5a3bfb0d35094f455de397020a27902ab.jpg
79,263109416448,263557805696,1356862215,"嗦牛士冷门玩家",5,保密,"我是这个👍",2025-05-23 18:19:07,0,0,"等待和希望！",广东,是,https://i0.hdslb.com/bfs/face/965570e40c17191c0ebbba5faa8f4f3bf4584bab.jpg
80,,262829282672,432096848,"要养成好习惯了捏",5,男,"中考前夕天天看[笑哭] 一转眼大学毕业了",2025-05-14 23:56:31,0,6,"原来你也玩…",湖北,否,https://i2.hdslb.com/bfs/face/cc77b1d21922d340dfdb5db950ca206cff92fac0.jpg
81,,261857913361,473179369,"华诺恒",4,保密,"[星星眼][星星眼][星星眼][星星眼][星星眼]",2025-05-14 23:25:06,0,0,"",江苏,否,https://i1.hdslb.com/bfs/face/9127e06ea2a5cc124115f37afd24f09958262758.jpg
82,,261857677649,473179369,"华诺恒",4,保密,"[脱单doge][脱单doge][脱单doge][脱单doge][脱单doge]",2025-05-14 23:22:39,0,0,"",江苏,否,https://i1.hdslb.com/bfs/face/9127e06ea2a5cc124115f37afd24f09958262758.jpg
83,,261635977265,1385477684,"meanmean的",4,保密,"太帅了",2025-05-11 22:57:29,0,0,"越是穷途末路，越要势如破竹",湖南,否,https://i2.hdslb.com/bfs/face/b4ebcc9fb1947d7804771dd96cd9f1196e401889.jpg
84,,261069092673,494736278,"杏仁豆腐不要豆腐",5,女,"时间能否倒流回2019[大哭]24年底入坑什么都赶不上",2025-05-04 19:03:45,3,6,"绝望的大学生，mcyt受害者，绿宝石和dreamteam激推，数位板的奴隶，神秘欧米洋人观赏者",河南,否,https://i2.hdslb.com/bfs/face/5dc6a27c260d6e857ce9a4a48150e44f21167d64.jpg
85,261069092673,262185824080,388171223,"妖之恋",6,男,"怎么赶不上，先看钢铁侠1，然后美国队长1[doge]",2025-05-06 21:24:06,0,0,"洵",湖南,是,https://i2.hdslb.com/bfs/face/55c34700c2a0eb3045a86044298e72a44cd12aa7.jpg
86,261069092673,262185759712,388171223,"妖之恋",6,男,"好看不过时[OK]",2025-05-06 21:24:15,0,0,"洵",湖南,是,https://i2.hdslb.com/bfs/face/55c34700c2a0eb3045a86044298e72a44cd12aa7.jpg
87,261069092673,261398133201,260208663,"司寇mcu",5,男,"你这比21年入坑的好多了，至少现在漫威在好转，DC也迈出重启第一部了",2025-05-08 23:48:00,0,3,"",河北,否,http://i0.hdslb.com/bfs/face/89192d5c22e2913d48662a117efed172bc1852e7.jpg
88,,261689073984,104337229,"白舒澈辰青",6,女,"大概19年看的 现在还在看",2025-05-01 02:50:15,0,3,"",山西,是,https://i1.hdslb.com/bfs/face/412d81a3122209d7040333c0dd58c020ba8861d6.jpg
89,,261675618992,402819107,"_无人诗",6,保密,"高一的时候看的了[大哭]现在大三了。。。。。[灵魂出窍]时间过得真的好快好快，但这个视频仍然是镇站之宝",2025-04-30 22:52:59,0,3,"",四川,是,https://i2.hdslb.com/bfs/face/4ebe7f64e36bfaeac4efe1b676e49558cc39fab7.jpg
90,,260672075297,372504687,"憨不憨娜",4,女,"@AI识片将酱",2025-04-29 23:50:51,0,0,"",辽宁,否,https://i0.hdslb.com/bfs/face/5d617e715bb29fe7770672aee1ddba23cf7d93c4.jpg
91,,260947245952,393378438,"泉州旭华五金铸造厂",5,男,"发个‘dna动了’竟然会被怼..",2025-04-21 20:07:34,0,2,"好好做模具，好好铸造。技术交流 0595-27386610",福建,否,https://i0.hdslb.com/bfs/face/028559ddb9ec8666573ce4c257d1c08e6a8ff607.jpg
92,,260874451856,393378438,"泉州旭华五金铸造厂",5,男,"《小天不回来》 《滔香》当时很晕的练体育，正个学校的人都走光了，我顶着烈日跳远。",2025-04-20 21:39:08,0,1,"好好做模具，好好铸造。技术交流 0595-27386610",福建,否,https://i0.hdslb.com/bfs/face/028559ddb9ec8666573ce4c257d1c08e6a8ff607.jpg
93,,260833997472,599043810,"月见草187J3X1",5,保密,"当年就看过了，现在还在看……没救了",2025-04-20 12:55:22,2,2,"书影音狂热爱好者，
以及科幻，羽毛球，欧美圈",广东,否,https://i0.hdslb.com/bfs/face/041b0ac9c105765d7745080a239c697bd3bc681a.jpg
94,260833997472,265715737089,474733186,"ZERO_BRO123",6,男,"[打call]因为找遍全站没有比这更好的",2025-06-26 23:39:39,0,0,"",陕西,是,https://i1.hdslb.com/bfs/face/2fd628cd22e811fa17d880b7210dddef250f72ee.jpg
95,265715737089,266797425952,599043810,"月见草187J3X1",5,保密,"回复 @ZERO_BRO123 :还真是，至今无法超越",2025-06-27 00:28:04,0,0,"书影音狂热爱好者，
以及科幻，羽毛球，欧美圈",广西,否,https://i0.hdslb.com/bfs/face/041b0ac9c105765d7745080a239c697bd3bc681a.jpg
96,,260778076592,1371444887,"龗溱",5,男,"六年喽",2025-04-19 20:41:20,0,1,"",广东,否,https://i2.hdslb.com/bfs/face/db205dee1a54699fe09650e1c7ab6917683a27b3.jpg
97,,259681589137,474733186,"ZERO_BRO123",6,男,"你13坏事做尽，当年的入站必刷就这么没了[大哭][大哭][大哭]，看了这个再看看现在的踩点。。。[辣眼睛][辣眼睛][辣眼睛]",2025-04-17 09:54:17,1,3,"",陕西,是,https://i1.hdslb.com/bfs/face/2fd628cd22e811fa17d880b7210dddef250f72ee.jpg
98,259681589137,260724821312,321013820,"房東北啸海",6,保密,"啊他咋了[思考]",2025-04-19 08:38:36,0,0,"",广东,是,https://i2.hdslb.com/bfs/face/471f21c8b9a4237252ee0c692a1d7da2b0602e81.jpg
99,,260334559776,393378438,"泉州旭华五金铸造厂",5,男,"我小时候爱喝的太子奶",2025-04-14 10:07:46,0,1,"好好做模具，好好铸造。技术交流 0595-27386610",福建,否,https://i0.hdslb.com/bfs/face/028559ddb9ec8666573ce4c257d1c08e6a8ff607.jpg
100,,259361761409,293930775,"飞羽真443",6,男,"那年老子还是个刚长毛的雏鹰，看了这个视频一边跑操一边想象自己是钢铁侠，然后一走神被后边同学把鞋踩掉了",2025-04-13 01:14:23,0,1,"",江苏,是,https://i0.hdslb.com/bfs/face/22e452406845b61841808025f80bc1e9063d2e46.jpg
101,,259263210193,250181591,"杀手大厨",4,保密,"当年下载b站后看的第一个视频",2025-04-11 22:10:17,0,4,"I know the world is vast and I know I want to see it.",江西,否,https://i2.hdslb.com/bfs/face/b65a44a4a2ae4cecb6f351bd34dc533d555779d4.jpg
102,,260129179344,275282418,"就是季风",5,保密,"原来是六年前了",2025-04-11 21:57:48,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/8d65027f00464fcabc18acecc9180810d0430c0b.jpg
103,,259186493585,7935856,"星间皎月",5,女,"再来一遍",2025-04-10 22:37:11,0,2,"",江苏,是,https://i1.hdslb.com/bfs/face/b42f7a886acfa3bcd15c58aea72a56f158269cd1.jpg
